,id,click,hour
107,1.0094992593929013e+19,1,14102100
108,1.0096434328035432e+19,1,14102100
109,1.0097601541276637e+19,1,14102100
110,1.0098059642079384e+19,1,14102100
111,1.0099511960621363e+19,1,14102100
112,1.0100912820372978e+19,1,14102100
113,1.0103272666292363e+19,1,14102100
114,1.010423516999992e+19,1,14102100
115,1.0107740278719e+19,1,14102100
116,1.010786043966804e+19,1,14102100
117,1.0108129104491467e+19,1,14102100
118,1.0109083086192577e+19,1,14102100
119,1.0109856858044017e+19,1,14102100
120,1.011040173007128e+19,1,14102100
121,1.0111487429106776e+19,1,14102100
122,1.0111551622027634e+18,1,14102100
123,1.0112860685910653e+19,1,14102100
124,1.011290320588307e+19,1,14102100
125,1.011437638987771e+19,1,14102100
126,1.011464685630003e+19,1,14102100
127,1.0116014867017007e+19,1,14102100
128,1.0120292014780414e+19,1,14102100
129,1.0123713743368122e+19,1,14102100
130,1.0124806307818004e+19,1,14102100
131,1.0125448007736093e+19,1,14102100
132,1.012567473715924e+19,1,14102100
133,1.012599781795853e+19,1,14102100
134,1.0126014126971404e+19,1,14102100
135,1.0127411676339728e+19,1,14102100
136,1.0127639663991163e+19,1,14102100
137,1.0127944954910902e+19,1,14102100
138,1.0128160901475854e+19,1,14102100
139,1.0128197569363745e+19,1,14102100
140,1.0130380365028063e+19,1,14102100
141,1.0131165080771213e+19,1,14102100
142,1.0131495549493686e+19,1,14102100
143,1.0131670407016405e+19,1,14102100
144,1.0132663464877402e+19,1,14102100
145,1.0133107997543866e+19,1,14102100
146,1.013342024957561e+19,1,14102100
147,1.0134235865227403e+19,1,14102100
148,1.0134447386857173e+19,1,14102100
149,1.0136134585330217e+19,1,14102100
150,1.0136598289508063e+19,1,14102100
151,1.0137686624717718e+19,1,14102100
152,1.0137692736246532e+19,1,14102100
153,1.013943740300674e+19,1,14102100
154,1.0139463036611234e+19,1,14102100
155,1.0139707365278317e+19,1,14102100
156,1.01413263121599e+19,1,14102100
157,1.0142100424706118e+19,1,14102100
158,1.0142669815216941e+19,1,14102100
159,1.0143559787734827e+19,1,14102100
160,1.0144894406725978e+19,1,14102100
161,1.014542994072877e+19,1,14102100
162,1.0146124246009242e+19,1,14102100
163,1.014630570922989e+19,1,14102100
164,1.0146713574973145e+19,1,14102100
165,1.0147299217343621e+19,1,14102100
166,1.0147337503370625e+19,1,14102100
167,1.014864775786269e+19,1,14102100
168,1.0148910799275469e+19,1,14102100
169,1.0149419659962937e+19,1,14102100
170,1.0149572452697457e+19,1,14102100
171,1.0152741405525596e+19,1,14102100
172,1.015313219051339e+19,1,14102100
173,1.0153252534614139e+19,1,14102100
174,1.0155409228118637e+18,1,14102100
175,1.0157264905753661e+19,1,14102100
176,1.0158404579100162e+19,1,14102100
177,1.0158597193579016e+19,1,14102100
178,1.016048534059393e+19,1,14102100
179,1.0162432397279898e+19,1,14102100
180,1.0162524196760125e+19,1,14102100
181,1.0162589757548018e+19,1,14102100
182,1.0163076746564717e+19,1,14102100
183,1.0163620307144438e+19,1,14102100
184,1.016381215410601e+19,1,14102100
185,1.0168040703559866e+19,1,14102100
186,1.0169463775145302e+18,1,14102100
187,1.0170230308372578e+19,1,14102100
188,1.017055686993087e+19,1,14102100
189,1.0171144024032174e+19,1,14102100
190,1.0171937965510648e+19,1,14102100
191,1.0172062864601717e+19,1,14102100
192,1.017275088529805e+18,1,14102100
193,1.0174046624063134e+19,1,14102100
194,1.0174718836273447e+19,1,14102100
195,1.0175139344629864e+19,1,14102100
196,1.0176087801816115e+19,1,14102100
197,1.0176113128238635e+19,1,14102100
198,1.0176725040435618e+19,1,14102100
199,1.0177666544903301e+19,1,14102100
200,1.0178071260987759e+19,1,14102100
201,1.0179488263960607e+19,1,14102100
202,1.0180719276145707e+19,1,14102100
203,1.0180736529615188e+19,1,14102100
204,1.0181229128952185e+19,1,14102100
205,1.0181445864567282e+19,1,14102100
206,1.0181607282627715e+19,1,14102100
207,1.0181942924329691e+19,1,14102100
208,1.018202078080982e+19,1,14102100
209,1.018426041406285e+19,1,14102100
210,1.0186093614389858e+19,1,14102100
211,1.0187592004156291e+19,1,14102100
212,1.0187831687788091e+18,1,14102100
213,1.0189499733263592e+18,1,14102100
214,1.0190410529916486e+19,1,14102100
215,1.019068864979932e+19,1,14102100
216,1.0191826902757065e+19,1,14102100
217,1.0191965283969995e+19,1,14102100
218,1.0192397080531643e+18,1,14102100
219,1.019342003569734e+19,1,14102100
220,1.0195088058015132e+19,1,14102100
221,1.0195395794564872e+19,1,14102100
222,1.0195587499772463e+19,1,14102100
223,1.0196468059344865e+19,1,14102100
224,1.0197036889892506e+19,1,14102100
225,1.0197161584113345e+19,1,14102100
226,1.0200228788773337e+19,1,14102100
227,1.020183271912296e+19,1,14102100
228,1.0201995405403089e+19,1,14102100
229,1.0202469958604384e+19,1,14102100
230,1.0203054563543372e+19,1,14102100
231,1.0203201100514437e+19,1,14102100
232,1.020390512876417e+19,1,14102100
233,1.0204774106542703e+19,1,14102100
234,1.0204898708890946e+19,1,14102100
235,1.0205585613748595e+19,1,14102100
236,1.0206031966657683e+19,1,14102100
237,1.0206808986722806e+19,1,14102100
238,1.020702950762566e+19,1,14102100
239,1.0207320779020591e+19,1,14102100
240,1.0208389029630185e+19,1,14102100
241,1.020872362969852e+19,1,14102100
242,1.0209691391736687e+19,1,14102100
243,1.0210884738506015e+19,1,14102100
244,1.0210978261320055e+18,1,14102100
245,1.021200404345373e+19,1,14102100
246,1.021202940419366e+19,1,14102100
247,1.0212334296649685e+19,1,14102100
248,1.0212583848701921e+19,1,14102100
249,1.0213464703031775e+19,1,14102100
250,1.0214085382147768e+19,1,14102100
251,1.021447224252132e+19,1,14102100
252,1.0216032796497992e+18,1,14102100
253,1.0216541459327328e+19,1,14102100
254,1.0216974551325428e+18,1,14102100
255,1.0217257955049361e+19,1,14102100
256,1.021836596137969e+19,1,14102100
257,1.02185800593368e+19,1,14102100
258,1.0220027634458632e+19,1,14102100
259,1.0221380723177601e+19,1,14102100
260,1.022248780302979e+19,1,14102100
261,1.0223065238078503e+19,1,14102100
262,1.0223172067693015e+18,1,14102100
263,1.0224413957667588e+19,1,14102100
264,1.0224768838916102e+19,1,14102100
265,1.0224949817667832e+19,1,14102100
266,1.0229947870634107e+19,1,14102100
267,1.0231969580979532e+19,1,14102100
268,1.023261961187443e+19,1,14102100
269,1.0233457298564037e+19,1,14102100
270,1.0234247624831543e+19,1,14102100
271,1.0235314427845792e+19,1,14102100
272,1.0235489460789756e+19,1,14102100
273,1.0237655677224995e+18,1,14102100
274,1.0237962235647453e+19,1,14102100
275,1.0241854822368236e+19,1,14102100
276,1.0243893739545463e+19,1,14102100
277,1.0244288625159862e+19,1,14102100
278,1.0244613908080925e+19,1,14102100
279,1.0245734468993634e+19,1,14102100
280,1.0248494579774716e+19,1,14102100
281,1.024999865508097e+19,1,14102100
282,1.0250576022209602e+19,1,14102100
283,1.0250585229332054e+19,1,14102100
284,1.025125783198078e+19,1,14102100
285,1.025142271361518e+19,1,14102100
286,1.0252243177141307e+19,1,14102100
287,1.0253148979646978e+19,1,14102100
288,1.0253184020497514e+19,1,14102100
289,1.0254478221200222e+19,1,14102100
290,1.025478118068012e+19,1,14102100
291,1.0255029859666491e+19,1,14102100
292,1.0257335984770321e+18,1,14102100
293,1.0257934881027113e+19,1,14102100
294,1.025869438832969e+19,1,14102100
295,1.0260270606182683e+19,1,14102100
296,1.026186777165081e+19,1,14102100
297,1.0263680697738197e+19,1,14102100
298,1.0263988426251307e+19,1,14102100
299,1.0268393552034048e+18,1,14102100
300,1.0268831816872782e+19,1,14102100
301,1.0269020323911369e+19,1,14102100
302,1.0269879344283128e+19,1,14102100
303,1.0270035927587381e+19,1,14102100
304,1.0271048697627732e+19,1,14102100
305,1.0271073571961126e+18,1,14102100
306,1.0271203375977875e+19,1,14102100
307,1.0271587644058454e+19,1,14102100
308,1.0272649896445213e+19,1,14102100
309,1.0272939520965868e+19,1,14102100
310,1.027318929239208e+19,1,14102100
311,1.027474269667858e+19,1,14102100
312,1.0275360086597736e+19,1,14102100
313,1.0276032714915228e+19,1,14102100
314,1.0276140351201614e+19,1,14102100
315,1.0276689230671086e+19,1,14102100
316,1.0277253047592438e+19,1,14102100
317,1.0277380164553136e+19,1,14102100
318,1.0277741049630818e+19,1,14102100
319,1.0277914386624457e+19,1,14102100
320,1.0278157961685161e+18,1,14102100
321,1.0279795333262071e+18,1,14102100
322,1.028058031986293e+19,1,14102100
323,1.0281706183255493e+19,1,14102100
324,1.0282244753669892e+19,1,14102100
325,1.0283564947704852e+19,1,14102100
326,1.0284680779583343e+19,1,14102100
327,1.028569619493461e+19,1,14102100
328,1.0285796716761637e+19,1,14102100
329,1.0286910720560648e+19,1,14102100
330,1.028824260815974e+19,1,14102100
331,1.0288585620916697e+19,1,14102100
332,1.0289405997483549e+19,1,14102100
333,1.028993283412402e+19,1,14102100
334,1.0290911054727526e+19,1,14102100
335,1.0290992654521637e+19,1,14102100
336,1.0291404938845948e+19,1,14102100
337,1.029308466250322e+19,1,14102100
338,1.0293303552288668e+19,1,14102100
339,1.0296049207583824e+19,1,14102100
340,1.029727597729261e+19,1,14102100
341,1.0298905614504438e+19,1,14102100
342,1.029949431429544e+19,1,14102100
343,1.0299644848963174e+19,1,14102100
344,1.0299871164701698e+19,1,14102100
345,1.0300432585344123e+19,1,14102100
346,1.0301807114081675e+17,1,14102100
347,1.030183409073314e+19,1,14102100
348,1.0302168018661448e+19,1,14102100
349,1.030307733434489e+19,1,14102100
350,1.0303741581891279e+19,1,14102100
351,1.0303960028643625e+19,1,14102100
352,1.0305458773831684e+19,1,14102100
353,1.0305549079668335e+19,1,14102100
354,1.0306560999137067e+19,1,14102100
355,1.0307500622910284e+19,1,14102100
356,1.0307550397340723e+19,1,14102100
357,1.0308203070844656e+19,1,14102100
358,1.0310787228560908e+18,1,14102100
359,1.0311351272832326e+19,1,14102100
360,1.0311625184394572e+19,1,14102100
361,1.031244548190076e+19,1,14102100
362,1.0312970184451148e+19,1,14102100
363,1.0313349640527178e+19,1,14102100
364,1.0315969591823192e+19,1,14102100
365,1.0316041495196897e+19,1,14102100
366,1.0316327003837894e+18,1,14102100
367,1.0318367709121179e+18,1,14102100
368,1.0320318523154526e+19,1,14102100
369,1.0321862869028189e+17,1,14102100
370,1.032260563895951e+19,1,14102100
371,1.0323301240331788e+18,1,14102100
372,1.0323465918816516e+19,1,14102100
373,1.0324845107549194e+19,1,14102100
374,1.0326925706181077e+19,1,14102100
375,1.0328750129469512e+19,1,14102100
376,1.0328763707413686e+19,1,14102100
377,1.0328778093006516e+19,1,14102100
378,1.0329485709429706e+18,1,14102100
379,1.0330999401321437e+19,1,14102100
380,1.0332330629790507e+19,1,14102100
381,1.0334243561980244e+19,1,14102100
382,1.033455188195841e+19,1,14102100
383,1.0334778589720453e+19,1,14102100
384,1.033643834236213e+19,1,14102100
385,1.03365882099041e+19,1,14102100
386,1.0338515214468145e+19,1,14102100
387,1.03387145697207e+19,1,14102100
388,1.033918929451956e+19,1,14102100
389,1.0340801583067509e+19,1,14102100
390,1.0341129095033786e+19,1,14102100
391,1.034298203246283e+19,1,14102100
392,1.0343547071941872e+19,1,14102100
393,1.034505356000871e+19,1,14102100
394,1.034624347646172e+19,1,14102100
395,1.034650791600923e+19,1,14102100
396,1.0347987998628004e+19,1,14102100
397,1.034822477117185e+19,1,14102100
398,1.0348263441313307e+19,1,14102100
399,1.03504974448093e+18,1,14102100
400,1.0352220784986266e+19,1,14102100
401,1.0353033015277124e+19,1,14102100
402,1.03530904837368e+19,1,14102100
403,1.0353678754584945e+19,1,14102100
404,1.0354957743298509e+19,1,14102100
405,1.0355013905601286e+19,1,14102100
406,1.0356125004766481e+18,1,14102100
407,1.0358194557965621e+19,1,14102100
408,1.0359587321023975e+19,1,14102100
409,1.0360130422580797e+19,1,14102100
410,1.0360987373090558e+19,1,14102100
411,1.0361584818223798e+19,1,14102100
412,1.0361685043108903e+19,1,14102100
413,1.0362119063038706e+19,1,14102100
414,1.0363112780865692e+19,1,14102100
415,1.0363426235182815e+19,1,14102100
416,1.0363438600193247e+19,1,14102100
417,1.0364391580871782e+19,1,14102100
418,1.0365247972095324e+19,1,14102100
419,1.0366268619276194e+19,1,14102100
420,1.036715590486941e+19,1,14102100
421,1.0367537129998055e+19,1,14102100
422,1.0368906469471836e+19,1,14102100
423,1.036899893741027e+19,1,14102100
424,1.0369581669548022e+19,1,14102100
425,1.0369769180658186e+19,1,14102100
426,1.0370619826272924e+19,1,14102100
427,1.037081263431567e+19,1,14102100
428,1.037228533483633e+19,1,14102100
429,1.0374709357824842e+19,1,14102100
430,1.0375273754876877e+19,1,14102100
431,1.0375423701018816e+18,1,14102100
432,1.0376277181601065e+18,1,14102100
433,1.037645306595314e+19,1,14102100
434,1.0378997409417853e+19,1,14102100
435,1.0379103321976832e+19,1,14102100
436,1.0379496556166033e+19,1,14102100
437,1.0380382373446795e+19,1,14102100
438,1.0380433927382485e+19,1,14102100
439,1.038054483433675e+19,1,14102100
440,1.0381191362106796e+19,1,14102100
441,1.0381440945827516e+19,1,14102100
442,1.038147799125487e+19,1,14102100
443,1.0381842200532677e+19,1,14102100
444,1.0382864967313667e+18,1,14102100
445,1.038294469870743e+19,1,14102100
446,1.038329396041242e+18,1,14102100
447,1.0383452420534428e+19,1,14102100
448,1.038345996676688e+19,1,14102100
449,1.0383497233149153e+19,1,14102100
450,1.038449273041381e+19,1,14102100
451,1.0385679340876839e+19,1,14102100
452,1.0391386529019386e+19,1,14102100
453,1.039252696827372e+19,1,14102100
454,1.0393521781801153e+19,1,14102100
455,1.039482244019122e+19,1,14102100
456,1.0398413741922126e+18,1,14102100
457,1.0399694683267826e+19,1,14102100
458,1.0399750414350393e+19,1,14102100
459,1.0400901013940972e+19,1,14102100
460,1.0401811575955593e+19,1,14102100
461,1.0403744350453171e+18,1,14102100
462,1.0404559309779616e+19,1,14102100
463,1.0404929048543134e+19,1,14102100
464,1.0405359666239656e+19,1,14102100
465,1.0405375299273202e+19,1,14102100
466,1.0406602302812295e+19,1,14102100
467,1.040694431263934e+19,1,14102100
468,1.0406985609365457e+19,1,14102100
469,1.0409605524126804e+19,1,14102100
470,1.0409947394141485e+19,1,14102100
471,1.0410028980914354e+19,1,14102100
472,1.0411152983047408e+19,1,14102100
473,1.0413333870476492e+18,1,14102100
474,1.0414217919253027e+19,1,14102100
475,1.0414705030410912e+19,1,14102100
476,1.0415923471047735e+19,1,14102100
477,1.0416637724257585e+19,1,14102100
478,1.0417378625881987e+19,1,14102100
479,1.0417932622544753e+19,1,14102100
480,1.0418329888024127e+19,1,14102100
481,1.0420081848009093e+19,1,14102100
482,1.0421070502462693e+19,1,14102100
483,1.042164275698943e+19,1,14102100
484,1.0424533492192946e+19,1,14102100
485,1.0424775546319825e+19,1,14102100
486,1.0424867288995908e+19,1,14102100
487,1.0427668659125895e+19,1,14102100
488,1.0427683303765463e+19,1,14102100
489,1.0427716260558283e+19,1,14102100
490,1.043042197123517e+19,1,14102100
491,1.043068836128059e+19,1,14102100
492,1.0430804432623176e+19,1,14102100
493,1.0431636556065618e+19,1,14102100
494,1.0432209948791283e+18,1,14102100
495,1.0432891468574538e+19,1,14102100
496,1.0432981042721378e+19,1,14102100
497,1.043337671265328e+19,1,14102100
498,1.0433892460327832e+19,1,14102100
499,1.0434792627840135e+19,1,14102100
500,1.043504935237013e+19,1,14102100
501,1.0435678342001017e+19,1,14102100
502,1.043979111131068e+19,1,14102100
503,1.0440149046264273e+19,1,14102100
504,1.044017139965169e+19,1,14102100
505,1.0440799902985335e+19,1,14102100
506,1.044129368908132e+19,1,14102100
507,1.0441418253035049e+19,1,14102100
508,1.0442258094925756e+19,1,14102100
509,1.0443140140147928e+18,1,14102100
510,1.0444524824877302e+19,1,14102100
511,1.0444809041887484e+19,1,14102100
512,1.0446254600720894e+19,1,14102100
513,1.044736211437868e+19,1,14102100
514,1.0447487255650353e+19,1,14102100
515,1.0447681690732341e+19,1,14102100
516,1.0448395057310097e+19,1,14102100
517,1.0448731668135115e+19,1,14102100
518,1.0449330259414985e+19,1,14102100
519,1.0449903517465444e+19,1,14102100
520,1.0450010071399115e+19,1,14102100
521,1.0450288432265802e+19,1,14102100
522,1.0450375533550758e+19,1,14102100
523,1.0450402035152454e+19,1,14102100
524,1.0451696667085642e+19,1,14102100
525,1.045180914658578e+19,1,14102100
526,1.0452924812398578e+19,1,14102100
527,1.0452942080396515e+19,1,14102100
528,1.0453547339448394e+19,1,14102100
529,1.0453575878257312e+19,1,14102100
530,1.0453774786149213e+18,1,14102100
531,1.0454038880668955e+18,1,14102100
532,1.045441835972954e+19,1,14102100
533,1.0454956640156891e+19,1,14102100
534,1.0456807135885674e+19,1,14102100
535,1.0457976084491231e+19,1,14102100
536,1.0458154419493577e+19,1,14102100
537,1.0458202383356635e+19,1,14102100
538,1.0459534129923584e+19,1,14102100
539,1.0460356091152603e+19,1,14102100
540,1.046154399003007e+19,1,14102100
541,1.0461997892345106e+19,1,14102100
542,1.0463368578072066e+19,1,14102100
543,1.0464269667701002e+19,1,14102100
544,1.0464290480563053e+19,1,14102100
545,1.0466609930118713e+19,1,14102100
546,1.0466949634684099e+19,1,14102100
547,1.0466995805559357e+19,1,14102100
548,1.0467438706615849e+19,1,14102100
549,1.0468363760621658e+19,1,14102100
550,1.0471001974562963e+19,1,14102100
551,1.0471194032455014e+19,1,14102100
552,1.0472376531167443e+19,1,14102100
553,1.0472963585122255e+19,1,14102100
554,1.0473834326159837e+19,1,14102100
555,1.0474972626085357e+18,1,14102100
556,1.0475914476459064e+18,1,14102100
557,1.0476133599736508e+19,1,14102100
558,1.0476670860665e+19,1,14102100
559,1.0476879626911343e+18,1,14102100
560,1.0477191511666129e+19,1,14102100
561,1.0480165051477869e+19,1,14102100
562,1.0481841956550574e+19,1,14102100
563,1.0482298019147684e+19,1,14102100
564,1.048280926262113e+19,1,14102100
565,1.048293455057972e+19,1,14102100
566,1.0482988435890713e+19,1,14102100
567,1.0483304808206703e+19,1,14102100
568,1.0484806586743613e+19,1,14102100
569,1.0486078962195757e+17,1,14102100
570,1.0486253353810696e+19,1,14102100
571,1.0486733611582306e+17,1,14102100
572,1.0486887941830912e+19,1,14102100
573,1.048723450797235e+19,1,14102100
574,1.0487688183160621e+19,1,14102100
575,1.0488080329923918e+18,1,14102100
576,1.048843234245479e+19,1,14102100
577,1.0488497355682047e+18,1,14102100
578,1.0489064321289116e+19,1,14102100
579,1.0489687778089744e+19,1,14102100
580,1.049121106065506e+19,1,14102100
581,1.0492573727428325e+19,1,14102100
582,1.0493295425830978e+19,1,14102100
583,1.0494217362081262e+19,1,14102100
584,1.0496413477999655e+19,1,14102100
585,1.0496453895854424e+19,1,14102100
586,1.0497976498518139e+19,1,14102100
587,1.0498743783445929e+18,1,14102100
588,1.0499311784897128e+19,1,14102100
589,1.04995641046321e+19,1,14102100
590,1.0501752068012394e+19,1,14102100
591,1.0502334602737416e+19,1,14102100
592,1.0502372555120183e+19,1,14102100
593,1.0503978412478159e+19,1,14102100
594,1.0506409293523171e+19,1,14102100
595,1.0508371452177435e+19,1,14102100
596,1.050968002186978e+19,1,14102100
597,1.0509919956736254e+19,1,14102100
598,1.051010740023512e+19,1,14102100
599,1.0512035811438228e+18,1,14102100
600,1.0513733749859963e+19,1,14102100
601,1.0514037220950559e+19,1,14102100
602,1.0514340820320582e+19,1,14102100
603,1.0514449626838264e+19,1,14102100
604,1.0514556115679609e+19,1,14102100
605,1.0514955263689353e+19,1,14102100
606,1.0515644066752145e+19,1,14102100
607,1.0516216052124473e+19,1,14102100
608,1.051723298476623e+18,1,14102100
609,1.0517423623750935e+19,1,14102100
610,1.0518028850366005e+19,1,14102100
611,1.0518492182196079e+19,1,14102100
612,1.051889048503031e+19,1,14102100
613,1.0518983805692565e+17,1,14102100
614,1.0519039595333808e+19,1,14102100
615,1.0520182600110623e+19,1,14102100
616,1.0521443974045597e+18,1,14102100
617,1.0521692267724567e+19,1,14102100
618,1.0522208794670105e+19,1,14102100
619,1.0524457062265168e+19,1,14102100
620,1.0524931265349274e+19,1,14102100
621,1.052628052209152e+19,1,14102100
622,1.0527832928428128e+19,1,14102100
623,1.0528279166418289e+19,1,14102100
624,1.0528756506842817e+19,1,14102100
625,1.052946854847572e+18,1,14102100
626,1.0529584661486167e+18,1,14102100
627,1.053130201435914e+19,1,14102100
628,1.0531475579981335e+19,1,14102100
629,1.0531564967608703e+19,1,14102100
630,1.0531758078674614e+19,1,14102100
631,1.0532139606041848e+18,1,14102100
632,1.0533918645995889e+19,1,14102100
633,1.0534157771646765e+19,1,14102100
634,1.053424329094311e+19,1,14102100
635,1.0535394176059122e+19,1,14102100
636,1.053549689645391e+19,1,14102100
637,1.053777281685317e+19,1,14102100
638,1.0539669413451514e+19,1,14102100
639,1.0540144173262781e+18,1,14102100
640,1.054104798185272e+19,1,14102100
641,1.0541709570036763e+19,1,14102100
642,1.0541846345634337e+19,1,14102100
643,1.0541879347897442e+19,1,14102100
644,1.0542616025385056e+19,1,14102100
645,1.0543519622104195e+19,1,14102100
646,1.0545107841100288e+19,1,14102100
647,1.0545192269411572e+19,1,14102100
648,1.0546326343917812e+18,1,14102100
649,1.0546827629614146e+19,1,14102100
650,1.0548071377690194e+19,1,14102100
651,1.0548985513348925e+19,1,14102100
652,1.0549558761954728e+19,1,14102100
653,1.0550590310417992e+19,1,14102100
654,1.0551228595699548e+19,1,14102100
655,1.0551254257776863e+19,1,14102100
656,1.0554063849955176e+19,1,14102100
657,1.05548151832437e+19,1,14102100
658,1.0554993786320056e+19,1,14102100
659,1.055557613582985e+19,1,14102100
660,1.0557736667718631e+19,1,14102100
661,1.0558497066816537e+19,1,14102100
662,1.0559789404599683e+19,1,14102100
663,1.0560056093925143e+19,1,14102100
664,1.0560193611429106e+19,1,14102100
665,1.0560312897567826e+19,1,14102100
666,1.0560344953100345e+19,1,14102100
667,1.0560709079139936e+19,1,14102100
668,1.056109368400254e+19,1,14102100
669,1.0562598059855458e+19,1,14102100
670,1.0564724934585223e+19,1,14102100
671,1.0565060461691437e+19,1,14102100
672,1.05652543779501e+19,1,14102100
673,1.0565763667435e+19,1,14102100
674,1.056677605824398e+19,1,14102100
675,1.0566841709472199e+19,1,14102100
676,1.0567507189093476e+19,1,14102100
677,1.056817970324315e+19,1,14102100
678,1.0568366205973891e+19,1,14102100
679,1.056879821527544e+19,1,14102100
680,1.0569031006297895e+19,1,14102100
681,1.0570565350552967e+19,1,14102100
682,1.0571136259446352e+19,1,14102100
683,1.0571341366673242e+19,1,14102100
684,1.0571546015575183e+19,1,14102100
685,1.0571853897957466e+19,1,14102100
686,1.0573173160710871e+19,1,14102100
687,1.0573364323052677e+19,1,14102100
688,1.0573521817874723e+19,1,14102100
689,1.0574707507850398e+19,1,14102100
690,1.0574889864549165e+18,1,14102100
691,1.0574964656420225e+19,1,14102100
692,1.0576024273733253e+19,1,14102100
693,1.0576227718128431e+18,1,14102100
694,1.0576423048396083e+19,1,14102100
695,1.0576901390104535e+19,1,14102100
696,1.0577248201214077e+19,1,14102100
697,1.0579574120486867e+19,1,14102100
698,1.057981386340977e+19,1,14102100
699,1.0581037106792761e+19,1,14102100
700,1.0581121563351284e+19,1,14102100
701,1.058566773768333e+19,1,14102100
702,1.0585756068330648e+18,1,14102100
703,1.05860378412755e+19,1,14102100
704,1.0588683462367674e+19,1,14102100
705,1.0588763135314414e+19,1,14102100
